Name,Start,End,Number of Tracks,Length,Electrified,Min Curvature,Speed Limit Track,Speed Limit,Speed Limit Double Tilt,Speed Limit Tilt,Speed Curve,Speed Curve Double Tilt,Speed Curve Tilt
Central Station Suburban,Central Station Suburban North,Central Station Suburban South,10,170,Yes,1600,200,155,195,200,155,195,200
Main Suburban,Central Station Suburban South,Central Airport Branch,10,270,Yes,1000,200,125,150,165,125,150,165
Main Suburban,Central Airport Branch,Central Split,10,350,Yes,800,200,110,135,145,110,135,145
Main Suburban,Central Split,Redfern Station North,10,410,Yes,900,200,115,145,155,115,145,155
Redfern Station,Redfern Station North,Redfern Station South,10,200,Yes,900,200,115,145,155,115,145,155
Main Suburban,Redfern Station South,Eveleigh Railway Yards North,10,130,Yes,0,200,200,200,200,200,200,200
Main Suburban,Eveleigh Railway Yards North,Redfern Split,10,550,Yes,0,200,200,200,200,200,200,200
Main Suburban,Redfern Split,Macdonaldtown Yards,6,140,Yes,0,200,200,200,200,200,200,200
Main Suburban,Macdonaldtown Yards,Macdonaldtown Station East,6,210,Yes,1400,200,145,180,195,145,180,195
Macdonaldtown Station,Macdonaldtown Station East,Macdonaldtown Station West,6,160,Yes,0,200,200,200,200,200,200,200
Main Suburban,Macdonaldtown Station West,Newtown Station East,6,460,Yes,800,200,110,135,145,110,135,145
Newtown Station,Newtown Station East,Newtown Station West,6,160,Yes,0,200,200,200,200,200,200,200
Main Suburban,Newtown Station West,Stanmore Station East,6,1400,Yes,800,200,110,135,145,110,135,145
Stanmore Station,Stanmore Station East,Stanmore Station West,6,170,Yes,800,200,110,135,145,110,135,145
Main Suburban,Stanmore Station West,Petersham Station East,6,660,Yes,700,200,100,125,135,100,125,135
Petersham Station,Petersham Station East,Petersham Station West,6,170,Yes,700,200,100,125,135,100,125,135
Main Suburban,Petersham Station West,West Street Bridge,6,570,Yes,1700,200,160,200,200,160,200,200
Main Suburban,West Street Bridge,Lewisham Station East,6,570,Yes,0,200,200,200,200,200,200,200
Lewisham Station,Lewisham Station East,Lewisham Station West,6,170,Yes,0,200,200,200,200,200,200,200
Main Suburban,Lewisham Station West,Summer Hill Station East,6,600,Yes,0,200,200,200,200,200,200,200
Summer Hill Station,Summer Hill Station East,Summer Hill Station West,6,180,Yes,0,200,200,200,200,200,200,200
Main Suburban,Summer Hill Station West,Summer Hill Straight,6,210,Yes,800,200,110,135,145,110,135,145
Main Suburban,Summer Hill Straight,Ashfield Station East,6,970,Yes,1100,200,130,160,175,130,160,175
Ashfield Station,Ashfield Station East,Ashfield Station West,6,160,Yes,0,200,200,200,200,200,200,200
Main Suburban,Ashfield Station West,Croydon Station East,6,880,Yes,1900,200,170,200,200,170,200,200
Croydon Station,Croydon Station East,Croydon Station West,6,170,Yes,1900,200,170,200,200,170,200,200
Main Suburban,Croydon Station West,Sunshine Buddies ELC,6,510,Yes,1900,200,170,200,200,170,200,200
Main Suburban,Sunshine Buddies ELC,Burwood Station East,6,510,Yes,1000,200,125,150,165,125,150,165
Burwood Station,Burwood Station East,Burwood Station West,6,210,Yes,1000,200,125,150,165,125,150,165
Main Suburban,Burwood Station West,Strathfield Station East,6,960,Yes,900,200,115,145,155,115,145,155
Strathfield Station,Strathfield Station East,Strathfield Station West,6,210,Yes,900,200,115,145,155,115,145,155
Main Suburban,Strathfield Station West,Strathfield Intersection East,10,180,Yes,900,200,115,145,155,115,145,155
Strathfield Junction,Strathfield Intersection East,Strathfield Intersection North,4,530,Yes,900,200,115,145,155,115,145,155
Main North,Strathfield Intersection North,North Strathfield Station South,4,690,Yes,0,200,200,200,200,200,200,200
North Strathfield Station,North Strathfield Station South,North Strathfield Station North,4,160,Yes,3100,200,200,200,200,200,200,200
Main North,North Strathfield Station North,Concord West Station South,4,1000,Yes,3100,200,200,200,200,200,200,200
Concord West Station,Concord West Station South,Concord West Station North,4,170,Yes,3100,200,200,200,200,200,200,200
Main North,Concord West Station North,Rhodes Station South,4,1870,Yes,3100,200,200,200,200,200,200,200
Rhodes Station,Rhodes Station South,Rhodes Station North,4,170,Yes,0,200,200,200,200,200,200,200
Main North,Rhodes Station North,Meadowbank Station South,2,1440,Yes,3100,200,200,200,200,200,200,200
Meadowbank Station,Meadowbank Station South,Meadowbank Station North,2,170,Yes,1800,200,165,200,200,165,200,200
Main North,Meadowbank Station North,West Ryde Station South,2,850,Yes,1800,200,165,200,200,165,200,200
West Ryde Station,West Ryde Station South,West Ryde Station North,3,160,Yes,1800,200,165,200,200,165,200,200
Main North,West Ryde Station North,Denistone Station East,4,790,Yes,600,200,95,115,125,95,115,125
Denistone Station,Denistone Station East,Denistone Station West,4,170,Yes,600,200,95,115,125,95,115,125
Main North,Denistone Station West,Denistone Curve,4,440,Yes,800,200,110,135,145,110,135,145
Main North,Denistone Curve,Eastwood Station South,4,640,Yes,1700,200,160,200,200,160,200,200
Eastwood Station,Eastwood Station South,Eastwood Station North,4,210,Yes,1700,200,160,200,200,160,200,200
Main North,Eastwood Station North,Epping Curve,4,1130,Yes,0,200,200,200,200,200,200,200
Main North,Epping Curve,Epping Station South,4,610,Yes,800,200,110,135,145,110,135,145
Epping Station,Epping Station South,Epping Station North,4,210,Yes,800,200,110,135,145,110,135,145
Main North,Epping Station North,Epping Straight,3,1130,Yes,800,200,110,135,145,110,135,145
Main North,Epping Straight,Cheltenham Curve,3,420,Yes,0,200,200,200,200,200,200,200
Main North,Cheltenham Curve,Cheltenham Station East,3,270,Yes,500,200,85,105,115,85,105,115
Cheltenham Station,Cheltenham Station East,Cheltenham Station West,3,170,Yes,500,200,85,105,115,85,105,115
Main North,Cheltenham Station West,Cheltenham Straight,3,320,Yes,500,200,85,105,115,85,105,115
Main North,Cheltenham Straight,Beecroft Bend,3,480,Yes,0,200,200,200,200,200,200,200
Main North,Beecroft Bend,Beecroft Station South,3,570,Yes,400,200,75,95,100,75,95,100
Beecroft Station,Beecroft Station South,Beecroft Station North,3,160,Yes,400,200,75,95,100,75,95,100
Main North,Beecroft Station North,Cherrytulip Gentle,3,880,Yes,300,200,65,80,85,65,80,85
Main North,Cherrytulip Gentle,Pennant Hills Straight,3,340,Yes,500,200,85,105,115,85,105,115
Main North,Pennant Hills Straight,Pennant Hills Station South,3,280,Yes,0,200,200,200,200,200,200,200
Pennant Hills Station,Pennant Hills Station South,Pennant Hills Station North,3,170,Yes,0,200,200,200,200,200,200,200
Main North,Pennant Hills Station North,Thornleigh Station South,4,690,Yes,0,200,200,200,200,200,200,200
Thornleigh Station,Thornleigh Station South,Thornleigh Station North,3,170,Yes,0,200,200,200,200,200,200,200
Main North,Thornleigh Station North,Thornleigh Curve,3,990,Yes,0,200,200,200,200,200,200,200
Main North,Thornleigh Curve,Normanhurst Curve South,2,710,Yes,800,200,110,135,145,110,135,145
Main North,Normanhurst Curve South,Normanhurst Station South,2,410,Yes,800,200,110,135,145,110,135,145
Normanhurst Station,Normanhurst Station South,Normanhurst Station North,2,170,Yes,800,200,110,135,145,110,135,145
Main North,Normanhurst Station North,Clarke Road Bridge,2,850,Yes,800,200,110,135,145,110,135,145
Main North,Clarke Road Bridge,Normanhurst Curve,3,680,Yes,900,200,115,145,155,115,145,155
Main North,Normanhurst Curve,Hornsby Station South,3,380,Yes,0,200,200,200,200,200,200,200
Hornsby Station,Hornsby Station South,Hornsby Station North,5,240,Yes,0,200,200,200,200,200,200,200
Main North,Hornsby Station North,Hornsby Yards,5,140,Yes,600,200,95,115,125,95,115,125
Main North,Hornsby Yards,Hornsby Main North Curve,4,340,Yes,0,200,200,200,200,200,200,200
Main North,Hornsby Main North Curve,Hornsby Depot,2,450,Yes,500,200,85,105,115,85,105,115
Main North,Hornsby Depot,Asquith Station South,2,740,Yes,0,200,200,200,200,200,200,200
Asquith Station,Asquith Station South,Asquith Station North,2,160,Yes,1000,200,125,150,165,125,150,165
Main North,Asquith Station North,Asquith Curve North,2,540,Yes,1000,200,125,150,165,125,150,165
Main North,Asquith Curve North,Mount Colah Station South,2,1260,Yes,0,200,200,200,200,200,200,200
Mount Colah Station,Mount Colah Station South,Mount Colah Station North,2,170,Yes,900,200,115,145,155,115,145,155
Main North,Mount Colah Station North,Mount Kuring-gai Curve,2,2480,Yes,1600,200,155,195,200,155,195,200
Main North,Mount Kuring-gai Curve,Mount Kuring-gai Station South,2,380,Yes,400,200,75,95,100,75,95,100
Mount Kuring-Gai Station,Mount Kuring-gai Station South,Mount Kuring-gai Station North,2,180,Yes,400,200,75,95,100,75,95,100
Main North,Mount Kuring-gai Station North,Berowra Men's Shed,2,1220,Yes,400,200,75,95,100,75,95,100
Main North,Berowra Men's Shed,Mount Kuring-gai Straight,2,480,Yes,1000,200,125,150,165,125,150,165
Main North,Mount Kuring-gai Straight,Berowra Bend,2,980,Yes,0,200,200,200,200,200,200,200
Main North,Berowra Bend,Berowra Station South,2,1110,Yes,600,200,95,115,125,95,115,125
Berowra Station,Berowra Station South,Berowra Station North,3,190,Yes,0,200,200,200,200,200,200,200
Main North,Berowra Station North,Berowra North Bend,2,1550,Yes,1500,200,150,190,200,150,190,200
Main North,Berowra North Bend,Cowan Zig Zag,2,930,Yes,1100,200,130,160,175,130,160,175
Main North,Cowan Zig Zag,Cowan Straight,2,1360,Yes,300,200,65,80,85,65,80,85
Main North,Cowan Straight,Cowan Station South,3,200,Yes,0,200,200,200,200,200,200,200
Cowan Station,Cowan Station South,Cowan Station North,3,120,Yes,0,200,200,200,200,200,200,200
Main North,Cowan Station North,Cowan Curves,2,470,Yes,700,200,100,125,135,100,125,135
Main North,Cowan Curves,Cowan Bend,2,570,Yes,900,200,115,145,155,115,145,155
Main North,Cowan Bend,Cowan Tunnel South,2,730,Yes,300,200,65,80,85,65,80,85
Main North,Cowan Tunnel South,Pie in the Sky Bend,2,910,Yes,900,200,115,145,155,115,145,155
Main North,Pie in the Sky Bend,Pie in the Sky Bend North,2,200,Yes,200,200,50,65,70,50,65,70
Main North,Pie in the Sky Bend North,Brooklyn Dam Trail South,2,1680,Yes,600,200,95,115,125,95,115,125
Main North,Brooklyn Dam Trail South,Boronia Curve,2,740,Yes,400,200,75,95,100,75,95,100
Main North,Boronia Curve,Boronia Tunnel North,2,400,Yes,200,200,50,65,70,50,65,70
Main North,Boronia Tunnel North,Brooklyn Dam Trail North,2,1190,Yes,300,200,65,80,85,65,80,85
Main North,Brooklyn Dam Trail North,Brooklyn Straight,2,880,Yes,500,200,85,105,115,85,105,115
Main North,Brooklyn Straight,Hawkesbury River Station South,2,670,Yes,0,200,200,200,200,200,200,200
Hawkesbury River Station,Hawkesbury River Station South,Hawkesbury River Station North,2,210,Yes,300,200,65,80,85,65,80,85
Main North,Hawkesbury River Station North,Hawkesbury River Bridge South,2,620,Yes,800,200,110,135,145,110,135,145
Main North,Hawkesbury River Bridge South,Hawkesbury River Bridge North,2,1180,Yes,0,200,200,200,200,200,200,200
Main North,Hawkesbury River Bridge North,Hawkesbury River Straight,2,840,Yes,600,200,95,115,125,95,115,125
Main North,Hawkesbury River Straight,Hawkesbury River Curve,2,810,Yes,0,200,200,200,200,200,200,200
Main North,Hawkesbury River Curve,Hawkesbury River Bend,2,770,Yes,1200,200,135,165,180,135,165,180
Main North,Hawkesbury River Bend,Hawkesbury River Bend North,2,590,Yes,300,200,65,80,85,65,80,85
Main North,Hawkesbury River Bend North,Mullet Creek Straight,2,690,Yes,1100,200,130,160,175,130,160,175
Main North,Mullet Creek Straight,Mullet Creek Bend,2,470,Yes,0,200,200,200,200,200,200,200
Main North,Mullet Creek Bend,Wondabyne Station South,2,1730,Yes,300,200,65,80,85,65,80,85
Wondabyne Station,Wondabyne Station South,Wondabyne Station North,2,30,Yes,0,200,200,200,200,200,200,200
Main North,Wondabyne Station North,Wondabyne Bend,2,330,Yes,500,200,85,105,115,85,105,115
Main North,Wondabyne Bend,Mullet Creek North Bend,2,550,Yes,0,200,200,200,200,200,200,200
Main North,Mullet Creek North Bend,Myron Brook,2,320,Yes,400,200,75,95,100,75,95,100
Main North,Myron Brook,Myron Brook Tunnel West,2,510,Yes,700,200,100,125,135,100,125,135
Main North,Myron Brook Tunnel West,Myron Brook Tunnel East,2,2370,Yes,0,200,200,200,200,200,200,200
Main North,Myron Brook Tunnel East,Woy Woy Straight,2,1950,Yes,1700,200,160,200,200,160,200,200
Main North,Woy Woy Straight,Woy Woy Station South,2,1290,Yes,0,200,200,200,200,200,200,200
Woy Woy Station,Woy Woy Station South,Woy Woy Station North,3,290,Yes,400,200,75,95,100,75,95,100
Main North,Woy Woy Station North,Spike Milligan Bridge,2,830,Yes,0,200,200,200,200,200,200,200
Main North,Spike Milligan Bridge,Koolewong Station South,2,1180,Yes,900,200,115,145,155,115,145,155
Koolewong Station,Koolewong Station South,Koolewong Station North,2,120,Yes,800,200,110,135,145,110,135,145
Main North,Koolewong Station North,Koolewong Station Bend,2,500,Yes,800,200,110,135,145,110,135,145
Main North,Koolewong Station Bend,Koolewong Station Bend North,2,500,Yes,300,200,65,80,85,65,80,85
Main North,Koolewong Station Bend North,Tascott Bend,2,820,Yes,0,200,200,200,200,200,200,200
Main North,Tascott Bend,Tascott Station South,2,210,Yes,500,200,85,105,115,85,105,115
Tascott Station,Tascott Station South,Tascott Station North,2,50,Yes,500,200,85,105,115,85,105,115
Main North,Tascott Station North,Tascott Bend North,2,200,Yes,500,200,85,105,115,85,105,115
Main North,Tascott Bend North,Point Clare Station South,2,850,Yes,800,200,110,135,145,110,135,145
Point Clare Station,Point Clare Station South,Point Clare Station North,2,100,Yes,1900,200,170,200,200,170,200,200
Main North,Point Clare Station North,Gosford Big Bend,2,1740,Yes,1900,200,170,200,200,170,200,200
Main North,Gosford Big Bend,Gosford Yards South,2,600,Yes,700,200,100,125,135,100,125,135
Main North,Gosford Yards South,Gosford Station South,3,370,Yes,500,200,85,105,115,85,105,115
Gosford Station,Gosford Station South,Gosford Station North,3,210,Yes,0,200,200,200,200,200,200,200
Main North,Gosford Station North,Gosford Yards North,3,450,Yes,0,200,200,200,200,200,200,200
Main North,Gosford Yards North,Bradys Gully Bend,2,1290,Yes,800,200,110,135,145,110,135,145
Main North,Bradys Gully Bend,Narara Creek Straight,2,540,Yes,400,200,75,95,100,75,95,100
Main North,Narara Creek Straight,Narara Creek Bend,2,750,Yes,0,200,200,200,200,200,200,200
Main North,Narara Creek Bend,Narara Station South,2,510,Yes,300,200,65,80,85,65,80,85
Narara Creek Station,Narara Station South,Narara Station North,2,100,Yes,0,200,200,200,200,200,200,200
Main North,Narara Station North,Niagara Park Station South,2,1500,Yes,1700,200,160,200,200,160,200,200
Niagara Park Station,Niagara Park Station South,Niagara Park Station North,2,110,Yes,500,200,85,105,115,85,105,115
Main North,Niagara Park Station North,Niagara Park Straight,2,400,Yes,500,200,85,105,115,85,105,115
Main North,Niagara Park Straight,Lisarow Station South,2,1000,Yes,900,200,115,145,155,115,145,155
Lisarow Station,Lisarow Station South,Lisarow Station North,2,110,Yes,900,200,115,145,155,115,145,155
Main North,Lisarow Station North,Ourimbah Station South,2,2780,Yes,1400,200,145,180,195,145,180,195
Ourimbah Station,Ourimbah Station South,Ourimbah Station North,2,140,Yes,1200,200,135,165,180,135,165,180
Main North,Ourimbah Station North,Bangalow Creek,2,1450,Yes,1200,200,135,165,180,135,165,180
Main North,Bangalow Creek,Bali Oasis,2,1970,Yes,1800,200,165,200,200,165,200,200
Main North,Bali Oasis,Ourimbah Creek,2,2870,Yes,0,200,200,200,200,200,200,200
Main North,Ourimbah Creek,Tuggerah Straight,2,650,Yes,1400,200,145,180,195,145,180,195
Main North,Tuggerah Straight,Tuggerah Station South,2,680,Yes,0,200,200,200,200,200,200,200
Tuggerah Station,Tuggerah Station South,Tuggerah Station North,2,200,Yes,0,200,200,200,200,200,200,200
Main North,Tuggerah Station North,Wyong Station South,2,2320,Yes,0,200,200,200,200,200,200,200
Wyong Station,Wyong Station South,Wyong Station North,3,200,Yes,0,200,200,200,200,200,200,200
Main North,Wyong Station North,Porters Creek,2,2530,Yes,0,200,200,200,200,200,200,200
Main North,Porters Creek,Warnervale Station South,2,2130,Yes,2900,200,200,200,200,200,200,200
Warnervale Station,Warnervale Station South,Warnervale Station North,2,110,Yes,2900,200,200,200,200,200,200,200
Main North,Warnervale Station North,Nikko Road,2,790,Yes,0,200,200,200,200,200,200,200
Main North,Nikko Road,Warnervale Creek,2,1090,Yes,1700,200,160,200,200,160,200,200
Main North,Warnervale Creek,Allinga Road,2,640,Yes,1200,200,135,165,180,135,165,180
Main North,Allinga Road,Mona Road Bend,2,980,Yes,1300,200,140,175,190,140,175,190
Main North,Mona Road Bend,Doyalson Link Bend,2,1840,Yes,1900,200,170,200,200,170,200,200
Main North,Doyalson Link Bend,Doyalson Link Straight,2,630,Yes,1200,200,135,165,180,135,165,180
Main North,Doyalson Link Straight,Wyee Bend,2,1360,Yes,0,200,200,200,200,200,200,200
Main North,Wyee Bend,Gosford Road,2,760,Yes,1000,200,125,150,165,125,150,165
Main North,Gosford Road,Wyee Straight,2,420,Yes,1600,200,155,195,200,155,195,200
Main North,Wyee Straight,Wyee Station South,2,390,Yes,0,200,200,200,200,200,200,200
Wyee Station,Wyee Station South,Wyee Station North,2,150,Yes,0,200,200,200,200,200,200,200
Main North,Wyee Station North,Chain Valley Bend,2,1830,Yes,0,200,200,200,200,200,200,200
Main North,Chain Valley Bend,Chain Valley Straight,2,1580,Yes,1100,200,130,160,175,130,160,175
Main North,Chain Valley Straight,Chain Valley Colliery,2,1150,Yes,0,200,200,200,200,200,200,200
Main North,Chain Valley Colliery,Pourmalong Creek,2,790,Yes,500,200,85,105,115,85,105,115
Main North,Pourmalong Creek,Morriset South Bend,2,1040,Yes,1200,200,135,165,180,135,165,180
Main North,Morriset South Bend,Morriset Station West,2,1910,Yes,1400,200,145,180,195,145,180,195
Morriset Station,Morriset Station West,Morriset Station East,2,200,Yes,1400,200,145,180,195,145,180,195
Main North,Morriset Station East,Morriset North Bend,2,1150,Yes,3000,200,200,200,200,200,200,200
Main North,Morriset North Bend,Emmas Kitchen,2,630,Yes,300,200,65,80,85,65,80,85
Main North,Emmas Kitchen,Dora Creek Straight,2,940,Yes,700,200,100,125,135,100,125,135
Main North,Dora Creek Straight,Dora Creek Station South,2,1020,Yes,0,200,200,200,200,200,200,200
Dora Creek Station,Dora Creek Station South,Dora Creek Station North,2,190,Yes,0,200,200,200,200,200,200,200
Main North,Dora Creek Station North,Dora Creek Curves,2,670,Yes,0,200,200,200,200,200,200,200
Main North,Dora Creek Curves,Rocky Point Road,2,1600,Yes,1100,200,130,160,175,130,160,175
Main North,Rocky Point Road,Hawkmount Bend,2,1640,Yes,700,200,100,125,135,100,125,135
Main North,Hawkmount Bend,Hawkmount,2,430,Yes,400,200,75,95,100,75,95,100
Main North,Hawkmount,Eraring Power Station Branch,2,1000,Yes,600,200,95,115,125,95,115,125
Main North,Eraring Power Station Branch,Eraring Bends,2,860,Yes,700,200,100,125,135,100,125,135
Main North,Eraring Bends,Eraring Curves,2,1150,Yes,300,200,65,80,85,65,80,85
Main North,Eraring Curves,Eraring Sharps,2,1060,Yes,800,200,110,135,145,110,135,145
Main North,Eraring Sharps,Stoney Creek Bends,2,450,Yes,300,200,65,80,85,65,80,85
Main North,Stoney Creek Bends,Awaba Station West,2,1080,Yes,700,200,100,125,135,100,125,135
Awaba Station,Awaba Station West,Awaba Station East,2,140,Yes,700,200,100,125,135,100,125,135
Main North,Awaba Station East,Awaba Straight,2,360,Yes,700,200,100,125,135,100,125,135
Main North,Awaba Straight,Palmers Creek,2,2430,Yes,3900,200,200,200,200,200,200,200
Main North,Palmers Creek,Stoney Creek Crossing,2,810,Yes,1300,200,140,175,190,140,175,190
Main North,Stoney Creek Crossing,Fassifern Bend,2,650,Yes,700,200,100,125,135,100,125,135
Main North,Fassifern Bend,Fassifern Station South,2,560,Yes,400,200,75,95,100,75,95,100
Fassifern Station,Fassifern Station South,Fassifern Station North,2,220,Yes,400,200,75,95,100,75,95,100
Main North,Fassifern Station North,Centennial Coal South,2,150,Yes,0,200,200,200,200,200,200,200
Main North,Centennial Coal South,Centennial Coal North,2,380,Yes,0,200,200,200,200,200,200,200
Main North,Centennial Coal North,L T Creek Bend,2,570,Yes,0,200,200,200,200,200,200,200
Main North,L T Creek Bend,L T Creek Straight,2,390,Yes,500,200,85,105,115,85,105,115
Main North,L T Creek Straight,Marmong Creek Bend,2,450,Yes,0,200,200,200,200,200,200,200
Main North,Marmong Creek Bend,Booragul Bend,2,480,Yes,300,200,65,80,85,65,80,85
Main North,Booragul Bend,Booragul Station South,2,1540,Yes,400,200,75,95,100,75,95,100
Main North,Booragul Station South,Booragul Station North,2,100,Yes,0,200,200,200,200,200,200,200
Booragul Station,Booragul Station North,Teralba Bend,2,470,Yes,0,200,200,200,200,200,200,200
Main North,Teralba Bend,Teralba Station West,2,590,Yes,400,200,75,95,100,75,95,100
Teralba Station,Teralba Station West,Teralba Station East,2,140,Yes,2800,200,200,200,200,200,200,200
Main North,Teralba Station East,Cockle Creek Bend,2,1940,Yes,2800,200,200,200,200,200,200,200
Main North,Cockle Creek Bend,Cockle Creek Straight,2,720,Yes,1000,200,125,150,165,125,150,165
Main North,Cockle Creek Straight,Cockle Creek Station West,2,310,Yes,0,200,200,200,200,200,200,200
Main North,Cockle Creek Station West,Cockle Creek Station East,2,120,Yes,1200,200,135,165,180,135,165,180
Main North,Cockle Creek Station East,Glendale Straight,2,1440,Yes,1200,200,135,165,180,135,165,180
Main North,Glendale Straight,Glendale Yard West,2,610,Yes,0,200,200,200,200,200,200,200
Main North,Glendale Yard West,Glendale Bend,2,730,Yes,0,200,200,200,200,200,200,200
Main North,Glendale Bend,Glendale Yard East,2,220,Yes,400,200,75,95,100,75,95,100
Main North,Glendale Yard East,Cardiff Station North,2,1170,Yes,400,200,75,95,100,75,95,100
Cardiff Station,Cardiff Station North,Cardiff Station South,2,210,Yes,400,200,75,95,100,75,95,100
Main North,Cardiff Station South,Cardiff Straight,2,290,Yes,400,200,75,95,100,75,95,100
Main North,Cardiff Straight,Tickhole Creek,2,990,Yes,500,200,85,105,115,85,105,115
Main North,Tickhole Creek,Kotara Bend,2,1830,Yes,700,200,100,125,135,100,125,135
Main North,Kotara Bend,Kotara Station West,2,560,Yes,1300,200,140,175,190,140,175,190
Kotara Station,Kotara Station West,Kotara Station East,2,160,Yes,3700,200,200,200,200,200,200,200
Main North,Kotara Station East,Kotara Shopping Centre,2,1100,Yes,3700,200,200,200,200,200,200,200
Main North,Kotara Shopping Centre,Adamstown Station South,2,970,Yes,1300,200,140,175,190,140,175,190
Adamstown Station,Adamstown Station South,Adamstown Station North,2,100,Yes,0,200,200,200,200,200,200,200
Main North,Adamstown Station North,Broadmeadow Rail Centre South,3,120,Yes,0,200,200,200,200,200,200,200
Main North,Broadmeadow Rail Centre South,Broadmeadow Rail Centre North,3,1440,Yes,0,200,200,200,200,200,200,200
Main North,Broadmeadow Rail Centre North,Broadmeadow Station South,4,120,Yes,0,200,200,200,200,200,200,200
Broadmeadow Station,Broadmeadow Station South,Broadmeadow Station North,4,190,Yes,0,200,200,200,200,200,200,200
Main North,Broadmeadow Station North,Broadmeadow Junction South,4,920,Yes,0,200,200,200,200,200,200,200
Newcastle Branch,Broadmeadow Junction South,Broadmeadow Junction East,2,450,Yes,300,200,65,80,85,65,80,85
Newcastle Branch,Broadmeadow Junction East,Hamilton Station North,2,150,Yes,0,200,200,200,200,200,200,200
Hamilton Station,Hamilton Station North,Hamilton Station South,2,200,Yes,0,200,200,200,200,200,200,200
Newcastle Branch,Hamilton Station South,Wickham Station West,2,1090,Yes,2500,200,200,200,200,200,200,200
Wickham Station,Wickham Station West,Wickham Station East,2,170,Yes,2500,200,200,200,200,200,200,200
Newcastle Branch,Wickham Station East,Civic Station West,2,940,Yes,1900,200,170,200,200,170,200,200
Civic Station,Civic Station West,Civic Station East,2,160,Yes,0,200,200,200,200,200,200,200
Newcastle Branch,Civic Station East,Newcastle Station West,2,920,Yes,3000,200,200,200,200,200,200,200
